question,truth
20584_clueweb09-enwp00-06-20027,2
20508_clueweb09-en0000-72-09890,0
20644_clueweb09-enwp02-13-18590,1
20048_clueweb09-en0003-26-19419,0
20196_clueweb09-en0009-18-33033,0
20962_clueweb09-en0009-33-54652,3
20986_clueweb09-en0009-33-66252,3
20484_clueweb09-en0009-33-61922,3
20766_clueweb09-en0000-02-07298,0
20780_clueweb09-enwp00-57-25008,1
20016_clueweb09-en0006-06-12452,2
20484_clueweb09-en0009-33-65622,3
20446_clueweb09-enwp00-56-24056,1
20180_clueweb09-en0003-36-20235,0
20696_clueweb09-en0001-20-08487,0
20102_clueweb09-en0007-97-06226,1
20308_clueweb09-en0009-33-65662,3
20508_clueweb09-en0002-28-05498,0
20340_clueweb09-en0009-33-20292,3
20686_clueweb09-en0009-33-87712,3
20160_clueweb09-en0005-23-19186,0
20016_clueweb09-en0009-33-5024,3
20028_clueweb09-en0004-21-07021,2
20480_clueweb09-en0009-33-18822,3
20976_clueweb09-en0009-33-90982,3
20686_clueweb09-en0009-33-20222,3
20958_clueweb09-en0010-91-30990,1
20330_clueweb09-enwp00-09-02008,1
20932_clueweb09-en0004-33-40779,2
20764_clueweb09-en0003-11-25767,0
20186_clueweb09-en0002-18-25627,0
20412_clueweb09-enwp00-91-09937,1
20224_clueweb09-en0009-73-33133,0
20780_clueweb09-en0011-62-15216,0
20340_clueweb09-en0009-33-11912,3
20228_clueweb09-en0009-33-73642,3
20298_clueweb09-en0005-30-16889,0
20270_clueweb09-en0006-05-27321,1
20704_clueweb09-en0001-57-09065,0
20420_clueweb09-en0009-33-00442,3
20298_clueweb09-en0007-72-30748,2
20254_clueweb09-en0011-46-12331,0
20384_clueweb09-en0001-12-20016,0
20176_clueweb09-en0009-33-12202,3
20206_clueweb09-en0002-74-03857,0
20780_clueweb09-en0007-36-34040,0
20330_clueweb09-en0004-85-11753,0
20244_clueweb09-enwp00-42-12550,1
20330_clueweb09-en0004-85-11752,0
20196_clueweb09-en0009-27-08716,1
20308_clueweb09-en0009-33-09102,3
20484_clueweb09-en0005-39-27497,0
20384_clueweb09-en0008-51-34879,2
20340_clueweb09-en0009-33-75122,3
20484_clueweb09-en0009-33-59672,3
20018_clueweb09-en0009-33-5110,3
20002_clueweb09-en0007-26-02115,2
20780_clueweb09-enwp01-74-10341,2
20202_clueweb09-en0002-85-06836,0
20030_clueweb09-en0007-00-04923,2
20004_clueweb09-en0008-29-16556,2
20010_clueweb09-en0000-58-00732,0
20102_clueweb09-en0001-13-10098,0
20076_clueweb09-en0007-17-35588,0
20374_clueweb09-en0003-13-14574,0
20036_clueweb09-en0000-08-15393,2
20010_clueweb09-en0004-97-00040,1
20484_clueweb09-en0010-44-17687,2
20076_clueweb09-en0009-33-85482,3
20812_clueweb09-en0009-33-22652,3
20424_clueweb09-en0009-33-22392,3
20044_clueweb09-en0001-77-17125,0
20530_clueweb09-en0003-82-12760,2
20224_clueweb09-enwp02-28-01456,0
20180_clueweb09-enwp00-07-16397,2
20780_clueweb09-en0010-65-07807,0
20424_clueweb09-en0009-61-08369,2
20910_clueweb09-en0009-33-87682,3
20598_clueweb09-en0009-33-77512,3
20644_clueweb09-enwp01-73-16243,1
20352_clueweb09-en0006-17-27544,2
20044_clueweb09-en0006-70-04701,0
20644_clueweb09-enwp01-73-07285,1
20160_clueweb09-en0010-22-37860,0
20270_clueweb09-en0007-83-13773,0
20032_clueweb09-en0009-91-14681,0
20308_clueweb09-en0009-33-47422,3
20714_clueweb09-en0006-08-10601,0
20152_clueweb09-en0001-08-15793,1
20696_clueweb09-en0009-33-73302,3
20780_clueweb09-en0011-80-13188,2
20298_clueweb09-en0009-33-38262,3
20008_clueweb09-en0004-39-22027,1
20180_clueweb09-en0003-91-03734,0
20064_clueweb09-en0009-33-94702,3
20040_clueweb09-en0009-33-5887,3
20814_clueweb09-en0000-52-30841,0
20508_clueweb09-en0005-90-30773,0
20508_clueweb09-en0006-21-25288,0
20016_clueweb09-en0005-88-21650,2
20202_clueweb09-en0009-33-70692,3
20542_clueweb09-en0011-63-17481,1
20050_clueweb09-enwp00-72-00831,2
20686_clueweb09-en0009-33-05892,3
20384_clueweb09-enwp02-01-08549,2
20340_clueweb09-en0001-86-29489,0
20076_clueweb09-enwp00-53-14140,2
20044_clueweb09-enwp00-78-14420,2
20014_clueweb09-enwp01-90-19908,2
20922_clueweb09-en0009-33-40492,3
20046_clueweb09-enwp00-37-16598,2
20186_clueweb09-en0004-19-08794,0
20598_clueweb09-en0009-33-01762,3
20202_clueweb09-en0009-33-19282,3
20812_clueweb09-en0000-89-13793,0
20690_clueweb09-enwp01-51-13271,2
20922_clueweb09-en0005-48-12989,1
20144_clueweb09-en0006-52-31642,1
20446_clueweb09-en0009-33-74792,3
20030_clueweb09-en0005-77-39181,2
20112_clueweb09-en0000-68-28208,0
20024_clueweb09-en0008-56-39562,2
20986_clueweb09-en0006-88-21995,2
20584_clueweb09-en0006-52-13246,2
20440_clueweb09-en0006-25-40884,0
20972_clueweb09-enwp01-31-03312,0
20484_clueweb09-en0009-33-04082,3
20542_clueweb09-en0000-48-08908,0
20374_clueweb09-enwp01-95-12326,0
20300_clueweb09-en0009-33-60672,3
20424_clueweb09-en0009-33-54412,3
20024_clueweb09-enwp00-67-05672,2
20690_clueweb09-en0009-01-37620,0
20704_clueweb09-enwp00-10-02543,1
20704_clueweb09-enwp00-05-02577,2
20160_clueweb09-en0009-33-01102,3
20780_clueweb09-en0002-02-25519,0
20932_clueweb09-en0003-51-19313,2
20180_clueweb09-en0009-33-55352,3
20224_clueweb09-en0000-75-01769,2
20254_clueweb09-en0003-82-16574,1
20962_clueweb09-en0006-53-12445,0
20214_clueweb09-en0009-33-45692,3
20330_clueweb09-en0009-81-37741,2
20910_clueweb09-en0002-00-11043,1
20812_clueweb09-en0007-55-11866,0
20296_clueweb09-en0004-49-23886,1
20814_clueweb09-en0009-33-80672,3
20034_clueweb09-enwp00-42-21767,2
20160_clueweb09-en0000-17-09041,1
20598_clueweb09-enwp03-07-02003,2
20986_clueweb09-en0002-31-18483,0
20530_clueweb09-en0005-88-02861,2
20018_clueweb09-en0009-60-25639,2
20206_clueweb09-en0009-33-81072,3
20984_clueweb09-enwp01-08-24451,0
20446_clueweb09-en0009-33-13982,3
20374_clueweb09-en0011-55-10150,1
20214_clueweb09-en0003-82-29611,1
20032_clueweb09-en0006-55-23347,0
20032_clueweb09-en0006-55-23346,2
20032_clueweb09-en0006-55-23345,2
20528_clueweb09-en0009-33-48422,3
20812_clueweb09-en0009-33-23522,3
20598_clueweb09-enwp03-23-09060,0
20036_clueweb09-en0005-23-18452,2
20778_clueweb09-enwp01-52-04732,0
20024_clueweb09-en0009-76-05275,2
20296_clueweb09-en0000-72-00285,1
20542_clueweb09-en0007-65-09928,0
20686_clueweb09-en0009-33-23632,3
20076_clueweb09-en0005-81-02929,0
20244_clueweb09-enwp00-84-13913,0
20484_clueweb09-en0009-33-69012,3
20044_clueweb09-en0001-77-17376,2
20308_clueweb09-en0009-33-09772,3
20046_clueweb09-en0009-33-5110,3
20488_clueweb09-en0004-24-15175,1
20488_clueweb09-en0004-24-15178,1
20446_clueweb09-en0006-72-10320,1
20232_clueweb09-en0008-13-16341,2
20440_clueweb09-en0009-33-74672,3
20026_clueweb09-en0007-15-40215,2
20112_clueweb09-en0009-77-27850,0
20030_clueweb09-en0009-33-5110,3
20214_clueweb09-en0010-99-23970,0
20270_clueweb09-enwp01-03-04298,1
20958_clueweb09-en0009-33-76772,3
20932_clueweb09-en0009-33-25082,3
20644_clueweb09-en0004-34-24424,0
20176_clueweb09-en0001-59-04806,0
20042_clueweb09-en0007-97-22051,0
20032_clueweb09-en0011-03-34855,2
20026_clueweb09-en0001-17-15996,1
20102_clueweb09-en0009-57-41204,0
20048_clueweb09-en0010-78-24755,1
20484_clueweb09-en0009-33-64922,3
20986_clueweb09-en0002-09-03822,0
20050_clueweb09-en0009-02-06237,0
20030_clueweb09-en0003-54-15021,2
20542_clueweb09-en0006-68-13441,1
20012_clueweb09-en0004-63-32676,2
20202_clueweb09-en0009-33-77672,3
20024_clueweb09-en0002-28-14217,2
20812_clueweb09-en0009-33-47232,3
20038_clueweb09-en0001-25-29321,1
20024_clueweb09-en0003-86-15904,2
20180_clueweb09-en0005-86-40955,0
20036_clueweb09-en0000-08-11444,0
20922_clueweb09-en0009-33-52252,3
20202_clueweb09-en0009-33-21262,3
20300_clueweb09-en0004-77-32897,2
20440_clueweb09-en0009-33-88602,3
20296_clueweb09-en0008-27-09697,1
20530_clueweb09-enwp01-86-02129,2
20780_clueweb09-en0011-62-14942,0
20686_clueweb09-en0009-33-17422,3
20032_clueweb09-en0000-30-07349,1
20440_clueweb09-en0002-12-02384,0
20036_clueweb09-en0000-71-00364,0
20064_clueweb09-enwp01-08-22839,1
20714_clueweb09-en0004-43-18182,1
20160_clueweb09-en0000-69-06737,0
20528_clueweb09-en0009-42-19679,1
20228_clueweb09-en0009-33-60802,3
20690_clueweb09-en0005-39-17061,0
20044_clueweb09-en0004-30-29308,0
20214_clueweb09-en0003-82-27809,1
20214_clueweb09-en0003-82-27808,1
20686_clueweb09-en0008-56-00930,0
20102_clueweb09-en0001-97-28653,1
20778_clueweb09-en0009-33-34552,3
20766_clueweb09-en0000-23-22366,0
20254_clueweb09-en0001-71-10558,0
20298_clueweb09-en0010-08-31044,1
20584_clueweb09-en0011-90-15051,0
20036_clueweb09-en0000-17-20023,1
20374_clueweb09-en0002-75-22003,0
20308_clueweb09-en0001-18-32582,0
20298_clueweb09-en0006-95-18618,1
20006_clueweb09-enwp01-32-07403,2
20812_clueweb09-en0008-86-24671,1
20008_clueweb09-en0010-89-34487,2
20044_clueweb09-en0009-32-23238,1
20024_clueweb09-en0001-72-02458,2
20636_clueweb09-en0002-03-00296,0
20958_clueweb09-en0008-30-19359,2
20398_clueweb09-en0005-49-10540,0
20398_clueweb09-enwp01-12-16987,1
20028_clueweb09-en0001-24-29027,2
20144_clueweb09-en0009-33-02162,3
20812_clueweb09-en0001-34-07687,1
20644_clueweb09-enwp03-34-15175,0
20270_clueweb09-enwp02-06-09411,2
20024_clueweb09-en0008-08-11305,2
20010_clueweb09-en0000-27-31626,2
20814_clueweb09-enwp00-67-08444,2
20300_clueweb09-en0004-31-10816,0
20766_clueweb09-en0003-33-23344,0
20032_clueweb09-en0007-00-24726,2
20028_clueweb09-en0009-33-2498,3
20340_clueweb09-en0010-55-24336,1
20034_clueweb09-en0005-17-19374,2
20814_clueweb09-en0009-33-69792,3
20352_clueweb09-en0008-76-17934,0
20958_clueweb09-en0009-65-38140,1
20642_clueweb09-en0009-67-16186,0
20042_clueweb09-en0000-41-02885,0
20160_clueweb09-en0003-10-15592,0
20956_clueweb09-en0004-19-08667,0
20440_clueweb09-en0008-36-00369,0
20958_clueweb09-en0009-33-99782,3
20384_clueweb09-en0008-83-15917,2
20812_clueweb09-en0009-33-40682,3
20044_clueweb09-en0009-33-38622,3
20298_clueweb09-en0009-33-34512,3
20694_clueweb09-en0009-33-47302,3
20180_clueweb09-en0005-65-32817,1
20764_clueweb09-enwp00-62-02490,1
20446_clueweb09-en0005-67-15303,0
20298_clueweb09-en0005-69-04235,0
20986_clueweb09-en0000-97-02866,0
20032_clueweb09-en0010-16-41578,2
20032_clueweb09-en0010-16-41579,0
20910_clueweb09-en0005-81-33382,0
20440_clueweb09-en0007-60-10594,2
20690_clueweb09-en0006-52-17504,2
20704_clueweb09-en0001-08-03092,0
20642_clueweb09-en0004-79-09841,0
20296_clueweb09-en0008-27-10033,1
20024_clueweb09-en0009-33-49532,3
20642_clueweb09-en0009-33-83892,3
20440_clueweb09-en0007-60-10593,0
20766_clueweb09-en0000-10-03752,0
20026_clueweb09-en0005-00-02955,1
20398_clueweb09-enwp01-91-17054,2
20598_clueweb09-enwp00-08-21147,1
20224_clueweb09-en0006-14-02970,2
20034_clueweb09-en0006-82-05833,2
20270_clueweb09-en0011-23-24842,0
20244_clueweb09-en0009-33-55352,3
20484_clueweb09-en0009-33-73472,3
20228_clueweb09-en0007-79-38668,1
20696_clueweb09-en0009-33-39012,3
20010_clueweb09-en0004-58-21308,2
20780_clueweb09-en0003-42-16296,0
20214_clueweb09-en0003-67-03096,0
20384_clueweb09-en0000-54-01417,2
20696_clueweb09-en0009-33-85552,3
20508_clueweb09-en0006-42-08622,0
20764_clueweb09-en0009-33-93922,3
20254_clueweb09-enwp00-40-00980,0
20922_clueweb09-enwp01-31-19469,1
20008_clueweb09-en0003-59-23000,1
20228_clueweb09-en0009-33-54302,3
20584_clueweb09-en0008-38-13206,0
20332_clueweb09-en0002-31-15601,1
20814_clueweb09-enwp01-13-22103,2
20076_clueweb09-en0004-29-29131,1
20016_clueweb09-en0009-33-4229,3
20636_clueweb09-en0006-01-15847,2
20152_clueweb09-en0009-33-45432,3
20642_clueweb09-en0003-80-08838,0
20214_clueweb09-en0009-33-26132,3
20232_clueweb09-en0003-48-03697,0
20996_clueweb09-en0009-33-67602,3
20352_clueweb09-en0010-44-22927,2
20542_clueweb09-en0001-49-23643,0
20480_clueweb09-en0001-64-06418,2
20542_clueweb09-en0011-65-35826,0
20186_clueweb09-en0002-28-34162,2
20528_clueweb09-en0009-33-94902,3
20508_clueweb09-enwp02-22-03952,2
20778_clueweb09-en0008-17-02899,0
20170_clueweb09-en0001-27-12866,1
20298_clueweb09-en0009-33-63152,3
20214_clueweb09-en0002-94-30658,0
20916_clueweb09-en0009-33-69672,3
20160_clueweb09-en0009-33-17592,3
20976_clueweb09-en0009-33-92712,3
20916_clueweb09-en0009-33-49332,3
20332_clueweb09-en0001-13-26087,2
20024_clueweb09-en0011-73-18721,2
20160_clueweb09-en0009-33-61292,3
20932_clueweb09-en0003-51-19483,2
20480_clueweb09-en0009-33-04082,3
20958_clueweb09-en0010-28-38669,0
20424_clueweb09-enwp00-24-10567,0
20778_clueweb09-enwp00-98-10072,0
20270_clueweb09-en0003-82-18200,0
20008_clueweb09-en0003-75-20250,0
20044_clueweb09-en0001-69-00945,1
20416_clueweb09-en0002-58-22227,1
20814_clueweb09-en0005-14-03205,0
20984_clueweb09-enwp02-03-17879,0
20778_clueweb09-enwp01-23-02887,0
20186_clueweb09-en0003-28-17038,2
20986_clueweb09-en0004-15-29192,2
20332_clueweb09-en0001-13-26089,1
20012_clueweb09-en0009-33-7724,3
20026_clueweb09-en0001-28-23732,1
20036_clueweb09-en0000-01-01942,1
20696_clueweb09-en0009-33-38062,3
20416_clueweb09-en0000-21-18914,0
20986_clueweb09-en0009-33-55352,3
20480_clueweb09-en0009-33-03212,3
20038_clueweb09-en0003-52-21513,0
20764_clueweb09-enwp00-27-13203,0
20186_clueweb09-en0003-63-27995,0
20202_clueweb09-en0008-73-35048,0
20170_clueweb09-en0009-33-25122,3
20176_clueweb09-en0001-59-04825,0
20300_clueweb09-en0007-45-17329,0
20384_clueweb09-en0008-11-37490,1
20686_clueweb09-en0009-33-34962,3
20038_clueweb09-en0009-33-55352,3
20196_clueweb09-en0009-33-55182,3
20636_clueweb09-enwp03-03-14683,2
20484_clueweb09-en0009-33-52922,3
20814_clueweb09-en0005-23-18319,0
20480_clueweb09-en0007-48-27563,1
20480_clueweb09-en0007-48-27569,2
20152_clueweb09-en0006-61-23132,2
20270_clueweb09-en0004-67-24057,0
20642_clueweb09-en0009-33-62512,3
20986_clueweb09-enwp01-18-00344,0
20030_clueweb09-en0005-69-15746,2
20686_clueweb09-en0009-33-65502,3
20832_clueweb09-en0011-55-06341,1
20916_clueweb09-en0009-33-06322,3
20778_clueweb09-en0009-33-79372,3
20308_clueweb09-en0008-41-28071,0
20584_clueweb09-en0008-38-13208,0
20018_clueweb09-en0004-74-03077,2
20016_clueweb09-en0008-83-28344,2
20384_clueweb09-en0010-18-02479,0
20300_clueweb09-en0009-33-36912,3
20036_clueweb09-en0006-74-29179,2
20644_clueweb09-en0000-88-22880,0
20064_clueweb09-en0007-54-05558,0
20144_clueweb09-en0009-33-87092,3
20984_clueweb09-enwp00-33-08553,0
20696_clueweb09-en0009-33-34392,3
20446_clueweb09-en0008-56-13930,0
20308_clueweb09-en0001-53-25319,0
20024_clueweb09-en0002-84-21627,0
20508_clueweb09-en0002-36-23823,0
20636_clueweb09-en0009-33-10262,3
20300_clueweb09-en0009-33-56492,3
20832_clueweb09-en0011-55-06229,1
20076_clueweb09-en0006-66-04487,1
20112_clueweb09-enwp01-66-21776,2
20932_clueweb09-en0009-33-05392,3
20186_clueweb09-en0000-07-09403,0
20012_clueweb09-enwp02-05-02572,2
20102_clueweb09-enwp02-20-07508,1
20962_clueweb09-en0007-02-18256,0
20196_clueweb09-en0010-15-27768,1
20766_clueweb09-en0000-10-03753,0
20956_clueweb09-en0009-33-54452,3
20644_clueweb09-enwp01-71-06588,1
20160_clueweb09-en0009-33-46432,3
20916_clueweb09-en0002-88-19840,1
20332_clueweb09-en0001-13-26042,2
20332_clueweb09-en0001-13-26045,0
20412_clueweb09-en0011-63-21105,0
20038_clueweb09-en0003-89-12136,2
20308_clueweb09-en0009-33-90922,3
20530_clueweb09-en0009-33-81332,3
20044_clueweb09-en0000-05-19220,1
20374_clueweb09-enwp00-62-09729,2
20064_clueweb09-en0004-65-06781,0
20986_clueweb09-en0002-39-14171,1
20644_clueweb09-enwp01-79-15780,2
20298_clueweb09-en0009-33-38222,3
20206_clueweb09-en0003-93-10514,1
20224_clueweb09-en0003-84-02677,0
20038_clueweb09-en0002-78-23343,2
20160_clueweb09-en0009-33-22812,3
20340_clueweb09-en0011-25-24992,1
20412_clueweb09-en0009-49-19352,0
20010_clueweb09-en0009-33-72452,3
20244_clueweb09-en0011-50-17849,1
20010_clueweb09-en0006-19-03196,1
20196_clueweb09-en0003-51-19486,1
20812_clueweb09-en0009-33-09772,3
20584_clueweb09-en0009-33-71002,3
20254_clueweb09-en0009-33-89212,3
20032_clueweb09-en0009-97-14237,2
20152_clueweb09-en0011-56-30514,0
20986_clueweb09-en0003-11-22610,0
20144_clueweb09-enwp00-70-12586,1
20202_clueweb09-en0007-54-27759,1
20814_clueweb09-en0009-33-06562,3
20508_clueweb09-en0000-99-12297,0
20180_clueweb09-en0006-61-23011,0
20986_clueweb09-en0004-15-28963,2
20644_clueweb09-enwp01-80-08675,1
20300_clueweb09-en0000-57-24445,0
20910_clueweb09-en0002-75-08170,0
20196_clueweb09-en0009-33-46322,3
20034_clueweb09-en0005-25-32678,2
20686_clueweb09-en0008-24-11494,0
20026_clueweb09-en0010-77-17289,0
20922_clueweb09-en0009-33-59112,3
20044_clueweb09-en0009-14-24593,2
20296_clueweb09-en0007-12-09997,1
20044_clueweb09-en0009-14-24598,2
20424_clueweb09-en0009-33-96532,3
20022_clueweb09-en0010-34-30553,2
20152_clueweb09-enwp00-40-14197,1
20032_clueweb09-en0008-61-36689,2
20488_clueweb09-en0009-33-38582,3
20024_clueweb09-en0001-58-07838,0
20686_clueweb09-en0005-47-00780,2
20224_clueweb09-en0001-02-30468,0
20016_clueweb09-en0000-01-12091,2
20014_clueweb09-en0009-33-5110,3
20298_clueweb09-en0009-33-77942,3
20112_clueweb09-en0009-33-40442,3
20958_clueweb09-en0009-63-15659,0
20780_clueweb09-en0002-02-25551,0
20064_clueweb09-en0001-21-04565,0
20002_clueweb09-en0006-85-33145,2
20028_clueweb09-en0009-64-18475,2
20976_clueweb09-en0009-33-53862,3
20024_clueweb09-en0001-85-17921,2
20984_clueweb09-en0009-33-01332,3
20484_clueweb09-en0002-27-15238,0
20330_clueweb09-en0007-88-13626,1
20488_clueweb09-en0004-30-25725,2
20224_clueweb09-en0011-68-03252,0
20694_clueweb09-enwp00-85-05422,2
20224_clueweb09-en0006-14-02852,1
20202_clueweb09-en0009-33-61472,3
20986_clueweb09-en0011-31-06041,1
20996_clueweb09-en0007-21-27661,0
20542_clueweb09-en0009-18-17674,1
20704_clueweb09-enwp00-49-22705,0
20022_clueweb09-en0008-25-06650,2
20714_clueweb09-en0010-16-14057,0
20778_clueweb09-en0001-30-27818,2
20170_clueweb09-en0005-30-34421,1
20986_clueweb09-en0009-33-48972,3
20956_clueweb09-en0009-33-66032,3
20984_clueweb09-en0009-71-23830,1
20440_clueweb09-en0010-85-30980,1
20206_clueweb09-en0007-82-05856,0
20332_clueweb09-en0009-33-73302,3
20480_clueweb09-en0007-39-15865,0
20152_clueweb09-en0007-87-02371,0
20962_clueweb09-en0009-33-87592,3
20352_clueweb09-en0009-33-57982,3
20910_clueweb09-en0003-44-13645,1
20488_clueweb09-en0004-24-15155,2
20330_clueweb09-enwp00-25-05356,2
20022_clueweb09-enwp01-61-18592,2
20972_clueweb09-en0003-04-23086,0
20714_clueweb09-en0010-16-14062,0
20714_clueweb09-en0010-16-14061,0
20076_clueweb09-enwp01-12-00746,0
20298_clueweb09-en0005-14-14413,0
20160_clueweb09-en0004-46-14424,0
20384_clueweb09-en0001-77-08788,1
20028_clueweb09-enwp02-06-00671,2
20508_clueweb09-en0002-17-22485,2
20170_clueweb09-enwp01-03-22028,1
20686_clueweb09-en0009-33-31422,3
20152_clueweb09-enwp01-52-23546,2
20038_clueweb09-en0009-33-29902,3
20330_clueweb09-en0004-85-11744,0
20484_clueweb09-en0009-33-15272,3
20050_clueweb09-en0000-43-35491,1
20958_clueweb09-en0009-33-55352,3
20958_clueweb09-en0002-40-24509,0
20696_clueweb09-en0009-33-10702,3
20976_clueweb09-en0009-33-08322,3
20910_clueweb09-en0009-33-94332,3
20038_clueweb09-en0010-22-23199,2
20332_clueweb09-en0002-65-30347,0
20812_clueweb09-en0008-81-15380,1
20012_clueweb09-en0007-39-22682,2
20016_clueweb09-en0008-83-28363,2
20984_clueweb09-en0009-33-60152,3
20032_clueweb09-en0004-31-36315,2
20042_clueweb09-enwp01-80-18673,1
20038_clueweb09-en0008-49-26208,2
20542_clueweb09-en0003-47-17392,2
20018_clueweb09-en0010-77-08144,2
20018_clueweb09-en0010-77-08147,2
20814_clueweb09-en0010-57-36744,1
20270_clueweb09-enwp02-11-01791,0
20704_clueweb09-en0009-33-99192,3
20232_clueweb09-en0001-13-08488,0
20446_clueweb09-en0008-56-13914,0
20036_clueweb09-en0000-52-11942,2
20528_clueweb09-en0009-33-75142,3
20270_clueweb09-en0002-23-03208,0
20530_clueweb09-enwp01-18-16754,2
20530_clueweb09-enwp01-18-16752,2
20528_clueweb09-en0007-56-20737,1
20308_clueweb09-en0009-33-89822,3
20424_clueweb09-en0010-28-39876,0
20984_clueweb09-enwp00-36-09002,1
20704_clueweb09-enwp00-45-23942,1
20036_clueweb09-en0009-33-85552,3
20690_clueweb09-en0009-72-26897,0
20332_clueweb09-en0001-13-26065,1
20332_clueweb09-en0001-13-26064,1
20332_clueweb09-en0001-13-26060,1
20984_clueweb09-en0009-33-80572,3
20932_clueweb09-en0003-51-19478,2
20704_clueweb09-enwp00-10-02557,1
20340_clueweb09-en0009-14-22548,0
20232_clueweb09-en0011-09-00322,0
20232_clueweb09-en0011-09-00320,0
20424_clueweb09-en0001-90-18599,1
20076_clueweb09-enwp00-54-11544,1
20424_clueweb09-en0001-90-18596,2
20076_clueweb09-en0007-29-19748,2
20412_clueweb09-en0009-33-13662,3
20076_clueweb09-enwp00-54-11542,1
20694_clueweb09-enwp00-28-22476,1
20022_clueweb09-en0000-81-14472,2
20224_clueweb09-en0009-33-74422,3
20064_clueweb09-en0009-33-10402,3
20228_clueweb09-en0008-69-15190,2
20542_clueweb09-en0003-71-19589,1
20932_clueweb09-en0009-33-33972,3
20270_clueweb09-en0008-06-10919,2
20922_clueweb09-en0009-33-83262,3
20340_clueweb09-en0009-33-01482,3
20694_clueweb09-en0009-33-15642,3
20374_clueweb09-en0010-26-22491,1
20916_clueweb09-en0005-86-32428,0
20690_clueweb09-en0010-06-11552,1
20956_clueweb09-en0006-88-32759,0
20958_clueweb09-en0002-57-37082,0
20916_clueweb09-en0009-33-63982,3
20308_clueweb09-en0000-90-13537,0
20542_clueweb09-enwp00-69-12844,2
20202_clueweb09-en0007-54-27738,1
20352_clueweb09-en0009-33-18012,3
20584_clueweb09-enwp00-03-19812,1
20398_clueweb09-en0001-46-32480,1
20006_clueweb09-enwp01-17-07013,2
20040_clueweb09-en0010-54-23717,2
20584_clueweb09-en0008-38-13190,2
20766_clueweb09-en0009-35-16383,0
20416_clueweb09-en0010-61-16725,1
20584_clueweb09-en0008-38-13196,0
20910_clueweb09-enwp01-80-10447,0
20696_clueweb09-en0005-30-00950,2
20696_clueweb09-en0009-33-22952,3
20030_clueweb09-en0011-15-10025,2
20644_clueweb09-en0000-63-16345,0
20160_clueweb09-en0009-33-33232,3
20374_clueweb09-en0006-75-12698,0
20384_clueweb09-enwp01-15-06025,2
20308_clueweb09-en0008-37-39683,0
20488_clueweb09-en0002-91-06413,0
20976_clueweb09-en0002-78-30804,0
20440_clueweb09-en0009-33-48172,3
20644_clueweb09-en0009-33-15762,3
20984_clueweb09-en0009-33-67832,3
20922_clueweb09-enwp00-94-04556,1
20972_clueweb09-en0008-89-00155,0
20932_clueweb09-en0009-33-62422,3
20034_clueweb09-enwp01-35-01035,2
20642_clueweb09-en0007-09-34054,1
20014_clueweb09-enwp01-35-12260,2
20778_clueweb09-en0009-33-30962,3
20232_clueweb09-enwp02-03-15273,2
20714_clueweb09-en0009-33-94142,3
20932_clueweb09-en0003-51-19611,2
20270_clueweb09-en0005-78-16468,1
20012_clueweb09-en0009-04-30435,2
20034_clueweb09-en0009-33-3602,3
20290_clueweb09-en0005-91-27617,0
20012_clueweb09-en0004-09-06987,2
20048_clueweb09-en0010-16-16517,1
20048_clueweb09-en0010-16-16516,2
20012_clueweb09-en0004-09-06983,2
20144_clueweb09-en0009-33-24462,3
20584_clueweb09-en0009-33-55352,3
20228_clueweb09-en0007-49-04952,0
20832_clueweb09-en0010-40-26507,1
20040_clueweb09-en0009-33-0540,3
20352_clueweb09-en0009-33-29352,3
20416_clueweb09-en0004-57-39756,0
20176_clueweb09-en0009-33-83582,3
20412_clueweb09-en0001-40-18293,0
20176_clueweb09-en0009-33-55352,3
20778_clueweb09-en0010-38-21776,0
20814_clueweb09-en0010-49-05417,1
20962_clueweb09-en0000-31-26609,0
20038_clueweb09-en0003-11-22496,1
20202_clueweb09-en0009-33-92062,3
20270_clueweb09-en0002-97-05049,0
20028_clueweb09-enwp00-83-01997,2
20232_clueweb09-en0008-83-27796,0
20036_clueweb09-enwp00-80-03253,2
20398_clueweb09-en0001-46-32103,1
20696_clueweb09-en0009-33-93012,3
20112_clueweb09-enwp00-27-01647,2
20508_clueweb09-en0000-72-09817,0
20030_clueweb09-en0001-09-27436,2
20176_clueweb09-en0002-60-26043,0
20996_clueweb09-enwp01-23-01350,1
20004_clueweb09-en0000-08-10774,1
20004_clueweb09-en0000-08-10773,2
20030_clueweb09-en0001-09-27438,2
20004_clueweb09-en0000-08-10771,2
20004_clueweb09-en0000-08-10770,1
20986_clueweb09-en0005-91-22417,0
20958_clueweb09-en0003-79-11070,0
20206_clueweb09-en0007-49-07544,1
20714_clueweb09-en0005-14-11540,0
20480_clueweb09-en0009-33-25502,3
20064_clueweb09-en0002-81-15150,0
20956_clueweb09-en0007-62-27053,1
20416_clueweb09-en0004-24-17797,0
20144_clueweb09-en0009-33-23272,3
20384_clueweb09-en0008-12-20505,0
20024_clueweb09-en0001-70-15352,1
20484_clueweb09-en0009-33-28042,3
20484_clueweb09-en0009-33-89702,3
20202_clueweb09-en0009-33-29962,3
20206_clueweb09-en0004-46-08323,1
20696_clueweb09-en0009-33-60782,3
20214_clueweb09-en0003-82-29584,2
20300_clueweb09-en0009-33-17362,3
20298_clueweb09-en0000-76-17967,0
20374_clueweb09-en0002-05-37920,1
20916_clueweb09-enwp03-04-13396,0
